Epoch,Train Loss,Train Accuracy,Train Precision,Train Recall,Train F1,Valid Loss,Valid Accuracy,Valid Precision,Valid Recall,Valid F1
5,0.9885785099589377,0.7133703545493378,0.685457976995681,0.6251741525271632,0.6402142802415781,0.6530283759622013,0.8110687022900763,0.8037142542041757,0.7473235954273438,0.7662522323850006
6,0.8047537950118654,0.7590773173857326,0.7327121053582647,0.6869552574249799,0.7026493970638421,0.49487097123089957,0.8702290076335878,0.8662550210273203,0.8271591163839387,0.8379867952383493
7,0.6897650708924381,0.784280222127296,0.7517450482865009,0.7204693559194963,0.7330697773142378,0.39884769215303306,0.8893129770992366,0.8766563454499894,0.8534207129856148,0.8619231679681898
8,0.5932479702165102,0.8092695429303717,0.776444470373718,0.7512458542029317,0.7619718742908425,0.33514000387752757,0.9064885496183206,0.8936417827506452,0.8828241641844818,0.8841187645505029
9,0.5395884855615402,0.8224049551473729,0.7938423370403807,0.7724099162643872,0.7822084562235949,0.2923949746524586,0.9064885496183206,0.9004796681769578,0.8781771299321846,0.8789540302055836
10,0.49163792320485816,0.830948312686886,0.7985900180529903,0.780623914920895,0.7886212690563217,0.25529900719137755,0.9179389312977099,0.9011502457233043,0.8957585182989347,0.8932519527597247
11,0.46363809735294903,0.8385305425032038,0.8097636004941318,0.7934080383156829,0.8008387448419748,0.23469041375552907,0.9217557251908397,0.912541087812827,0.9005179397183369,0.8975555269198447
12,0.41226711859068366,0.8589278086287911,0.8316955913947391,0.8188697896359743,0.8247028918813101,0.22185381721047795,0.9293893129770993,0.9164670886484612,0.9139289443640977,0.9108706619882203
13,0.3920279493104069,0.8645877829987185,0.839018952292897,0.8256897471415986,0.8320453331360067,0.19666351991541245,0.9351145038167938,0.9224921013633374,0.9163438357592522,0.9161061459122527
14,0.3627567746940326,0.873771892353695,0.8471833461765252,0.8339373252460666,0.8400576536030964,0.19559551687801585,0.933206106870229,0.9225587611227538,0.9186883657834998,0.9154259887759878
15,0.3544493795661796,0.8739854762921828,0.8513775014320412,0.8398532224179711,0.8453148097264761,0.1820354181177476,0.9370229007633588,0.9259455750467176,0.9199465926514827,0.9170976478119605
16,0.3375794863131266,0.8802862024775737,0.8562316040229996,0.8435769221139089,0.8495566061819427,0.18295937425949993,0.9312977099236641,0.9169899726272275,0.9169051348402881,0.9129814779382424
17,0.3269314814753093,0.882422041862452,0.8567346914637052,0.8475468158998054,0.8519336725962795,0.1655879160937141,0.9408396946564885,0.9348944508258233,0.9224920187166457,0.9211786566222985
18,0.3121900591020291,0.8891499359248185,0.8623909606848481,0.8547958611556621,0.858122129703845,0.15631810356588924,0.9389312977099237,0.9230146571290829,0.9216355839304933,0.9199832710494115
19,0.2975658638078605,0.8955574540794532,0.8750636624815162,0.8669136455877959,0.8707448785575271,0.1489117566276999,0.9427480916030534,0.9260324048007597,0.9231599741743957,0.9227079983643015
20,0.3034917160919502,0.8936351986330628,0.8712426248840524,0.863507268598203,0.8672106833136881,0.13301104657790241,0.9561068702290076,0.9481367731367731,0.9365528313172529,0.9397569222352293
21,0.28191719445759117,0.9006834686031611,0.8781118349357344,0.868762602308425,0.8731570406107072,0.13762274910421932,0.950381679389313,0.9436560492662773,0.9297570690457203,0.9306156188508183
22,0.27724928091003626,0.8991883810337462,0.8766161060059063,0.8701439248255318,0.8731625141106865,0.12722099528593175,0.9465648854961832,0.927678112694645,0.9265699934425864,0.926628191303142
23,0.2551478883919049,0.9094404100811619,0.8884499073727876,0.8819227634447191,0.8850544607786159,0.12113502446342916,0.9561068702290076,0.948416458606567,0.9401357583722796,0.940500335618957
24,0.2505193456447979,0.9108287056813328,0.8895523237743932,0.8828945779768181,0.8860451142624589,0.12437723664676442,0.9541984732824428,0.9433390649013169,0.93818960872826,0.9372228221702097
25,0.24349043393704672,0.9134985049124306,0.8942914824660593,0.8884943430995648,0.891259038241152,0.11150614654316622,0.9580152671755725,0.9461394049789581,0.9426357469396421,0.9420038378596707
26,0.24035303421801674,0.9131781290046989,0.8923267964793569,0.8858515998613419,0.8889599220610799,0.12372831737293917,0.950381679389313,0.9313750607764693,0.9337755072270477,0.9315428784042681
27,0.23637611467276823,0.9144596326356258,0.8933972859460197,0.8868412007557616,0.8898855427686319,0.11571485856000115,0.9541984732824428,0.9365383916871332,0.9375138928251894,0.9356225917355147
28,0.2220978199825352,0.922789406236651,0.9032019592470979,0.8978790187858282,0.9003452433571177,0.10704540505128748,0.9656488549618321,0.952908766481421,0.9532468805976508,0.9513651205184955
29,0.22006985921501707,0.9200128150363093,0.9015772991856401,0.894525344617753,0.8978513502956895,0.10600152436424704,0.9541984732824428,0.9398320062548786,0.9337465348978506,0.934846752911295
